year,imdb_id,metric_value
2000,tt0187078,237202299
2000,tt0120630,224834564
2000,tt0190865,215663859
2000,tt0187393,215294342
2000,tt0190332,213525736
2000,tt0212346,212000000
1998,tt0120591,553799566
1998,tt0120815,481840909
1998,tt0120685,379014294
1998,tt0129387,369884651
1998,tt0120623,363258859
1998,tt0120647,349464664
1998,tt0120762,304320254
1998,tt0118998,294456605
1998,tt0138097,289317794
1998,tt0122151,285444603
1998,tt0120382,264118201
1998,tt0128853,250821495
1998,tt0120660,250649836
1998,tt0120746,250288523
1998,tt0120812,244721064
1998,tt0120794,218613188
1998,tt0129290,202292902
1998,tt0120632,198685114
1998,tt0120902,189198313
1998,tt0119314,186883563
1980,tt0080684,538400000
1980,tt0081573,190458706
1980,tt0080455,115229890
1980,tt0080319,103300000
1980,tt0081562,101300000
1980,tt0080339,83453539
1980,tt0080377,70687344
1980,tt0081375,69800000
1980,tt0080549,67182787
1980,tt0081529,66132626
1980,tt0080801,60000000
1980,tt0080761,59754601
1980,tt0080453,58853106
1980,tt0081283,54766923
1980,tt0079758,54000000
1980,tt0080365,52700000
1980,tt0081353,49823037
1980,tt0081505,44781695
1980,tt0081480,43995918
1980,tt0080716,42000000
1993,tt0107290,920100000
1993,tt0107614,441286195
1993,tt0106977,368875760
1993,tt0108052,321365567
1993,tt0106918,270248367
1993,tt0107211,266614059
1993,tt0106582,255000211
1993,tt0108160,227799884
1993,tt0107818,206678440
1993,tt0107798,195268056
1993,tt0107206,176997168
1993,tt0106611,154856263
1993,tt0106965,153698625
1993,tt0108185,140081992
1993,tt0107362,137300000
1993,tt0107808,135130999
1993,tt0107144,133752825
1993,tt0106375,118243066
1993,tt0106701,117270765
1993,tt0108162,116300000
1991,tt0103064,520000000
1991,tt0101414,424967620
1991,tt0102798,390493908
1991,tt0102057,300855000
1991,tt0102926,272742922
1991,tt0102138,205405498
1991,tt0101272,191502426
1991,tt0101540,182300000
1991,tt0102059,181096164
1991,tt0101587,179033791
1991,tt0102945,174999005
1991,tt0101393,152368585
1991,tt0101921,119418501
1991,tt0102975,96900000
1991,tt0101862,89325780
1991,tt0102510,86930411
1991,tt0102685,83531958
1991,tt0101787,82264675
1991,tt0103060,78656813
1991,tt0102713,74787599
2006,tt0383574,1065659812
2006,tt0382625,767820459
2006,tt0438097,660998756
2006,tt0381061,599045960
2006,tt0477347,574480841
2006,tt0317219,461983149
2006,tt0376994,459359555
2006,tt0317919,398479497
2006,tt0348150,391081192
2006,tt0366548,384335608
2006,tt0327084,343397247
2006,tt0458352,326706115
2006,tt0454921,307077295
2006,tt0407887,291465000
2006,tt0443453,262552893
2006,tt0449010,249288105
2006,tt0389860,240685326
2006,tt0452594,205668210
2006,tt0400717,197309027
2006,tt0457939,194168700
1983,tt0086190,572700000
1983,tt0085549,201500000
1983,tt0086034,187500000
1983,tt0086006,160000000
1983,tt0086383,150000000
1983,tt0086567,124600000
1983,tt0086425,108423749
1983,tt0086465,90404800
1983,tt0085750,87987055
1983,tt0086393,75850624
1983,tt0086250,66023329
1983,tt0086361,64892670
1983,tt0085970,64783827
1983,tt0086200,63541777
1983,tt0085995,61399552
1983,tt0085244,56400000
1983,tt0085255,42313354
1983,tt0086312,35600000
1983,tt0086154,34725000
1983,tt0086129,33759266
1992,tt0103639,504050219
1992,tt0103855,411006740
1992,tt0104431,358994850
1992,tt0103772,352927224
1992,tt0104714,321731527
1992,tt0103776,280000000
1992,tt0104257,243240178
1992,tt0105417,231605150
1992,tt0103874,215862692
1992,tt0105793,183097323
1992,tt0105112,178051587
1992,tt0103644,159773545
1992,tt0105695,159157447
1992,tt0105690,156563139
1992,tt0104070,149022650
1992,tt0103786,147214049
1992,tt0104231,137783840
1992,tt0105323,134095253
1992,tt0104694,132440069
1992,tt0104291,127956187
1979,tt0079574,210308099
1979,tt0078788,150000000
1979,tt0079945,139000000
1979,tt0079417,106260000
1979,tt0078748,104931801
1979,tt0079501,100000000
1979,tt0079367,100000000
1979,tt0078723,94900000
1979,tt0078767,86432000
1979,tt0079817,85182160
1979,tt0078721,74865517
1979,tt0079588,65200000
1979,tt0079100,61801971
1979,tt0078966,51718367
1979,tt0079489,43885000
1979,tt0079116,43004381
1979,tt0079522,40194067
1979,tt0079336,38200000
1979,tt0078754,37823676
1979,tt0078872,37799643
1982,tt0083866,792965500
1982,tt0084602,270000000
1982,tt0084805,177200000
1982,tt0084434,129795554
1982,tt0083944,125212904
1982,tt0084516,122200000
1982,tt0084726,96800000
1982,tt0082198,79114085
1982,tt0083511,78868508
1982,tt0083987,77737889
1982,tt0083943,70687344
1982,tt0083642,69701637
1982,tt0083564,57059003
1982,tt0084855,53977250
1982,tt0084809,47118057
1982,tt0082250,45000000
1982,tt0083658,41722424
1982,tt0083791,40577001
1982,tt0084749,39103425
1982,tt0083972,36690067
1990,tt0099653,505000000
1990,tt0099785,476684675
1990,tt0100405,463406268
1990,tt0099348,424208848
1990,tt0100802,261317921
1990,tt0099088,244527583
1990,tt0099423,240031094
1990,tt0100404,221303188
1990,tt0100758,201965915
1990,tt0099938,201957688
1990,tt0099810,200512643
1990,tt0099371,157920733
1990,tt0099044,153518974
1990,tt0099141,138700000
1990,tt0099674,136766062
1990,tt0100507,119946358
1990,tt0099422,103738726
1990,tt0100419,72000000
1990,tt0099582,61489265
1990,tt0100157,61276872
1971,tt0067321,139683000
1971,tt0066995,116019547
1971,tt0067093,83304330
1971,tt0067927,72266306
1971,tt0067116,41158757
1971,tt0066999,35976000
1971,tt0068347,33000000
1971,tt0067328,29133000
1971,tt0066892,28623900
1971,tt0066921,26589000
1971,tt0066817,17900000
1971,tt0067810,15200000
1971,tt0067309,12512637
1971,tt0066769,12376563
1971,tt0067065,12348905
1971,tt0067741,12121618
1971,tt0066808,11833696
1971,tt0066993,11000000
1971,tt0067588,10600000
1971,tt0066830,10000000
1984,tt0087469,333000000
1984,tt0086960,316360478
1984,tt0087332,296187079
1984,tt0087363,153083102
1984,tt0087538,130442786
1984,tt0088170,87000000
1984,tt0088011,86572238
1984,tt0087928,81198894
1984,tt0087277,80035402
1984,tt0088247,78371200
1984,tt0088161,69821334
1984,tt0087957,68392977
1984,tt0087800,57000000
1984,tt0086879,51973029
1984,tt0088272,48143579
1984,tt0087781,47951979
1984,tt0087365,45858563
1984,tt0086837,40400657
1984,tt0086998,38682707
1984,tt0086927,38435947
1989,tt0097576,474171806
1989,tt0096895,411348924
1989,tt0096874,332000000
1989,tt0097778,296999813
1989,tt0097165,235860116
1989,tt0097733,227853986
1989,tt0097523,222724172
1989,tt0097428,215394738
1989,tt0097757,211343479
1989,tt0096969,161001698
1989,tt0098621,160188546
1989,tt0097742,156167015
1989,tt0097239,145793296
1989,tt0096933,134212055
1989,tt0098067,126297830
1989,tt0098273,110879513
1989,tt0098384,95904091
1989,tt0098635,92823546
1989,tt0096754,90000098
1989,tt0097351,84431625
1981,tt0082971,389925971
1981,tt0082398,187412802
1981,tt0084522,125728258
1981,tt0082846,119285432
1981,tt0082031,95461682
1981,tt0083131,85300000
1981,tt0082096,85000000
1981,tt0082136,72179579
1981,tt0082158,58972904
1981,tt0082484,55260558
1981,tt0082340,50244700
1981,tt0081633,42365581
1981,tt0082186,41092328
1981,tt0081974,40716963
1981,tt0082979,40382659
1981,tt0082163,37000000
1981,tt0083170,36565280
1981,tt0083169,35856053
1981,tt0083064,35610100
1981,tt0082348,34967437
1974,tt0071230,119500000
1974,tt0072308,116000000
1974,tt0071562,102600000
1974,tt0071807,97572000
1974,tt0072431,86273333
1974,tt0071455,79666653
1974,tt0071110,47000000
1974,tt0071771,43008075
1974,tt0071571,40000000
1974,tt0071607,38229000
1974,tt0069697,36782781
1974,tt0071877,35700000
1974,tt0072271,30900000
1974,tt0071315,30000000
1974,tt0071577,26533200
1974,tt0072288,25000000
1974,tt0071402,22000000
1974,tt0071115,21000000
1974,tt0072226,12800000
1974,tt0071269,5000000
1976,tt0075148,225250402
1976,tt0074751,90614445
1976,tt0075265,80000000
1976,tt0074119,70600000
1976,tt0075005,60922980
1976,tt0075223,51079064
1976,tt0074483,46236000
1976,tt0074899,43220000
1976,tt0074174,42349782
1976,tt0075222,36145695
1976,tt0075066,33833201
1976,tt0074937,32511047
1976,tt0075029,31800000
1976,tt0075314,28600000
1976,tt0076054,25942000
1976,tt0074285,25878153
1976,tt0074812,25000000
1976,tt0075268,24854765
1976,tt0074958,23689877
1976,tt0074860,21709020
1988,tt0095953,354825435
1988,tt0096438,329803958
1988,tt0094898,288752301
1988,tt0092493,239606210
1988,tt0096320,216614388
1988,tt0095956,189015611
1988,tt0094889,171504781
1988,tt0094737,151927281
1988,tt0095016,140767956
1988,tt0095800,138241022
1988,tt0096244,105900000
1988,tt0096463,103173635
1988,tt0095489,84460846
1988,tt0095705,78756177
1988,tt0094721,74714298
1988,tt0095776,74151346
1988,tt0095655,67000000
1988,tt0092675,65000000
1988,tt0095159,62493712
1988,tt0096061,60328558
2022,tt1630029,2320250281
2022,tt1745960,1488732821
2022,tt8041270,1001978080
2022,tt9419884,955775804
2022,tt5113044,939628210
2022,tt9114286,859102154
2022,tt1877830,770945583
2022,tt10648342,760928081
2022,tt16194408,626203271
2022,tt3915174,482129780
2022,tt14557302,460300583
2022,tt1464335,407141258
2022,tt4123432,406950844
2022,tt12412888,405421518
2022,tt6443346,393252111
2022,tt16428256,321092572
2022,tt3704428,288670284
2022,tt15242330,258000000
2022,tt8115900,250162278
2022,tt12593682,239268602
1987,tt0093010,320145693
1987,tt0092644,299965036
1987,tt0094137,242780960
1987,tt0092890,214577242
1987,tt0093428,191185897
1987,tt0093105,123922370
1987,tt0093409,120207127
1987,tt0093936,110996879
1987,tt0093773,98267558
1987,tt0093565,80640528
1987,tt0093756,76800000
1987,tt0094226,76270454
1987,tt0092699,67330500
1987,tt0092965,66700000
1987,tt0092925,66673516
1987,tt0094025,65700000
1987,tt0092494,65088797
1987,tt0094332,63766510
1987,tt0094142,57915972
1987,tt0093378,54215416
2020,tt11032374,503063688
2020,tt7294150,461421559
2020,tt1502397,426505244
2020,tt6723592,365304105
2020,tt3794354,319715683
2020,tt6673612,251410631
2020,tt11177804,240656068
2020,tt2850386,215905815
2020,tt7713068,205372791
2020,tt9597838,198000000
2020,tt7126948,169601036
2020,tt1051906,144492724
2020,tt7146812,141940042
2020,tt2948372,136384442
2020,tt8367814,115171795
2020,tt7504726,111202881
2020,tt11454718,69000000
2020,tt4566758,66800000
2020,tt7737786,52300000
2020,tt10413566,52186426
1975,tt0073195,470653000
1975,tt0073629,112892319
1975,tt0073486,108981275
1975,tt0073692,60000000
1975,tt0072890,46665856
1975,tt0072081,41833347
1975,tt0073802,41509797
1975,tt0072653,36853000
1975,tt0073812,34251525
1975,tt0073631,30000000
1975,tt0073075,20642922
1975,tt0073312,20173742
1975,tt0072951,20000000
1975,tt0072737,16000000
1975,tt0073043,15000000
1975,tt0072926,14200000
1975,tt0073018,12484444
1975,tt0072895,12000000
1975,tt0073440,9991258
1975,tt0073636,8022000
1996,tt0116629,817400891
1996,tt0117998,494471524
1996,tt0117060,457731198
1996,tt0117500,335062621
1996,tt0116583,325338851
1996,tt0115433,320689294
1996,tt0117438,309492681
1996,tt0116695,273552592
1996,tt0117705,250200000
1996,tt0116213,242295562
1996,tt0116209,231976425
1996,tt0115685,185260553
1996,tt0117571,173046663
1996,tt0117665,165615285
1996,tt0116040,159212469
1996,tt0117913,152266007
1996,tt0117333,152036382
1996,tt0115759,150270147
1996,tt0117731,150000000
1996,tt0117509,147298761
1986,tt0092099,356830601
1986,tt0090555,328203506
1986,tt0090605,183316455
1986,tt0091763,138530565
1986,tt0092007,133000000
1986,tt0091326,115103979
1986,tt0091777,107600000
1986,tt0091396,93151591
1986,tt0090685,91258000
1986,tt0090633,84542002
1986,tt0091129,79817939
1986,tt0091605,77200000
1986,tt0091877,71600000
1986,tt0091042,70136369
1986,tt0090966,62134225
1986,tt0091064,60629159
1986,tt0091541,54999651
1986,tt0091188,52600000
1986,tt0090863,52293982
1986,tt0092005,52287414
1973,tt0070047,441405644
1973,tt0070735,159616327
1973,tt0069704,140000000
1973,tt0070328,126377836
1973,tt0070511,53267000
1973,tt0070903,50000000
1973,tt0070355,39768000
1973,tt0070608,32056467
1973,tt0070510,30900000
1973,tt0070666,29800000
1973,tt0072281,22018000
1973,tt0070034,21485066
1973,tt0070707,18344729
1973,tt0069947,16056255
1973,tt0068699,15700000
1973,tt0070239,13200000
1973,tt0071569,11000000
1973,tt0070518,11000000
1973,tt0070909,10000000
1973,tt0070290,10000000
1978,tt0078346,300218018
1978,tt0077766,187884007
1978,tt0077631,181813770
1978,tt0077975,141000000
1978,tt0077663,98800000
1978,tt0077523,85196485
1978,tt0077696,78000000
1978,tt0077651,70274000
1978,tt0077402,55000000
1978,tt0078163,49579269
1978,tt0077416,49000000
1978,tt0077578,45000000
1978,tt0077504,45000000
1978,tt0077369,45000000
1978,tt0078446,41590893
1978,tt0077928,35000000
1978,tt0077869,30471420
1978,tt0077394,26518355
1978,tt0077745,24946533
1978,tt0078444,24000000
2023,tt1517268,1428545028
2023,tt6718170,1355725263
2023,tt15398776,933700000
2023,tt6791350,845430302
2023,tt5433140,704709660
2023,tt9362722,683241751
2023,tt21148018,673556758
2023,tt13539646,604380922
2023,tt5971474,569244557
2023,tt9603212,563148955
2023,tt15789038,486797988
2023,tt10954600,476071180
2023,tt5090568,429800000
2023,tt10366206,426978565
2023,tt9224104,384056482
2023,tt1462764,382891104
2023,tt6979756,357736908
2023,tt11145118,275248615
2023,tt0439572,268375616
2023,tt10160976,231200000
1970,tt0066011,136400000
1970,tt0065377,100489151
1970,tt0066206,89800000
1970,tt0066026,81600000
1970,tt0065421,55675257
1970,tt0065466,40000000
1970,tt0066473,37150000
1970,tt0066580,34505110
1970,tt0065988,31559552
1970,tt0065528,24911670
1970,tt0065462,18999718
1970,tt0065724,18099091
1970,tt0066207,13200000
1970,tt0065547,6000000
1970,tt0065938,5200000
1970,tt0065134,5050000
1970,tt0065446,5000000
1970,tt0065488,3500000
1970,tt0066549,3052000
1970,tt0066090,2200000
